Degree,Specialization,CGPA,Job_Role
B.Tech,Biomedical Engineering,7.29,Equipment Technician
M.Tech,Computer Science and Engineering,6.15,Technical Support
B.Tech,Civil Engineering,8.01,Site Engineer
B.Tech,Electronics and Communication Engineering,8.93,Embedded Systems Lead
M.Tech,Textile Engineering,6.47,Textile Designer
B.Tech,Mining Engineering,8.53,Production Engineer
B.Tech,Mechanical Engineering,7.69,Power Systems Engineer
B.Sc,Nursing,8.4,Registered Nurse
M.Sc,Radiology,9.61,Senior Radiologist
B.Tech,Chemical Engineering,7.86,Chemical Plant Operator
M.Sc,Optometry,6.04,Optical Assistant
M.Tech,Information Technology,9.72,Solutions Architect
M.Tech,Biotechnology,7.62,Bioprocess Engineer
B.Sc,Dialysis Technology,8.57,Dialysis Specialist
B.Sc,Optometry,9.31,Aircraft Maintenance Engineer
B.Tech,Aeronautical Engineering,7.73,Aircraft Maintenance Engineer
M.Tech,Electronics and Communication Engineering,6.18,Electronics Engineer
M.Sc,Electronics,6.36,Testing Assistant
M.Tech,Biomedical Engineering,9.65,Technical Support
B.Tech,Electronics and Communication Engineering,9.62,VLSI Engineer
M.Sc,Optometry,9.01,Senior Optometrist
M.Sc,Electronics,9.53,Circuit Designer
M.Sc,Operation Theatre Technology,6.3,Surgical Assistant
M.Tech,Biotechnology,7.46,Lab Assistant
B.Tech,Computer Science and Engineering,7.55,Software Engineer
B.Sc,Chemistry,7.74,Pharmacologist
B.Sc,Mathematics,8.58,Cryptographer
B.Tech,Petroleum Engineering,6.73,Site Supervisor
B.Sc,Anesthesia Technology,7.55,Anesthesia Technician
M.Tech,Biomedical Engineering,7.78,Biomedical Engineer
B.Sc,Anesthesia Technology,7.68,Anesthesia Technician
B.Tech,Metallurgical Engineering,7.02,Quality Control
M.Tech,Biotechnology,6.34,Lab Assistant
B.Tech,Metallurgical Engineering,8.32,Process Metallurgist
B.Sc,Mathematics,7.36,Forensic Pathologist
M.Tech,Electronics and Communication Engineering,6.49,Network Technician
M.Sc,Statistics,9.03,Data Analyst
M.Sc,Anesthesia Technology,7.23,Data Clerk
B.Tech,Biomedical Engineering,7.27,Equipment Technician
B.Sc,Operation Theatre Technology,9.67,OT Manager
M.Tech,Aerospace Engineering,9.19,Spacecraft Systems Engineer
B.Sc,Forensic Science,6.22,Evidence Custodian
B.Tech,Aerospace Engineering,8.25,Satellite Controller
M.Sc,Computer Science,7.82,Systems Analyst
B.Tech,Computer Science and Engineering,7.33,Technical Support
B.Sc,Chemistry,6.04,Chemical Assistant
B.Sc,Statistics,7.03,Data Clerk
M.Sc,Optometry,9.08,Senior Optometrist
B.Sc,Medical Laboratory Technology,7.48,Database Admin
M.Tech,Chemical Engineering,7.53,Chemical Plant Operator
B.Tech,Chemical Engineering,6.28,Safety Officer
M.Tech,Biotechnology,9.52,Senior Scientist
M.Tech,Marine Engineering,7.77,Marine Engineer
M.Tech,Textile Engineering,7.8,Production Manager
B.Sc,Optometry,6.47,Optical Assistant
B.Sc,Optometry,6.18,Optical Assistant
B.Sc,Chemistry,9.1,Analytical Chemist
M.Sc,Computer Science,8.36,Systems Analyst
M.Tech,Textile Engineering,6.62,Textile Designer
B.Tech,Marine Engineering,9.83,Naval Architect
M.Sc,Medical Laboratory Technology,8.69,Lab Director
B.Tech,Biomedical Engineering,8.15,Biomedical Engineer
M.Tech,Information Technology,7.08,Helpdesk Specialist
M.Tech,Electronics and Communication Engineering,7.78,Electronics Engineer
M.Tech,Environmental Engineering,7.81,Environmental Engineer
B.Sc,Electronics,7.08,Testing Assistant
B.Sc,Computer Science,8.3,Systems Analyst
M.Sc,Forensic Science,8.35,Crime Scene Investigator
M.Sc,Radiology,7.58,Radiology Technician
M.Tech,Computer Science and Engineering,9.61,Data Scientist
B.Tech,Electronics and Communication Engineering,8.31,Electronics Engineer
M.Sc,Forensic Science,8.9,Forensic Pathologist
M.Tech,Petroleum Engineering,6.83,AI Engineer
M.Tech,Computer Science and Engineering,6.91,Technical Support
B.Tech,Electronics and Communication Engineering,7.49,Network Technician
M.Tech,Information Technology,7.46,Registered Nurse
M.Sc,Electronics,8.96,Circuit Designer
M.Sc,Chemistry,9.96,Analytical Chemist
M.Tech,Chemical Engineering,8.98,Process Design Engineer
M.Sc,Physics,7.31,Lab Technician
M.Sc,Statistics,8.52,Statistical Modeler
M.Tech,Biotechnology,7.13,Lab Assistant
M.Sc,Medical Laboratory Technology,7.51,Medical Lab Technologist
M.Tech,Computer Science and Engineering,7.5,Software Engineer
M.Tech,Information Technology,7.56,IT Engineer
M.Sc,Optometry,8.6,Senior Optometrist
B.Sc,Nursing,8.14,Registered Nurse
B.Sc,Anesthesia Technology,8.01,Anesthesia Technician
M.Tech,Mechanical Engineering,8.87,Anesthesia Technician
B.Sc,Mathematics,8.37,Mathematics Professor
M.Tech,Textile Engineering,8.61,Fiber Scientist
B.Sc,Radiology,9.02,Senior Radiologist
M.Tech,Mining Engineering,8.04,Extraction Engineer
B.Tech,Biomedical Engineering,8.23,Senior Scientist
B.Sc,Dialysis Technology,9.56,Helpdesk Specialist
B.Tech,Aerospace Engineering,7.82,Satellite Controller
M.Tech,Aerospace Engineering,7.5,Satellite Controller
B.Tech,Metallurgical Engineering,8.72,Materials Scientist
B.Tech,Information Technology,6.55,Helpdesk Specialist
B.Tech,Electrical and Electronics Engineering,8.56,Power Systems Engineer
M.Sc,Dialysis Technology,9.81,Dialysis Specialist
B.Sc,Physics,8.38,Physics Teacher
B.Tech,Environmental Engineering,7.03,Waste Manager
B.Sc,Medical Laboratory Technology,8.31,Site Supervisor
B.Tech,Mining Engineering,7.6,Materials Scientist
B.Sc,Dialysis Technology,9.06,Dialysis Specialist
M.Tech,Metallurgical Engineering,6.98,Quality Control
B.Tech,Petroleum Engineering,9.94,Reservoir Engineer
B.Tech,Marine Engineering,9.51,Naval Architect
B.Sc,Optometry,8.07,Eye Consultant
B.Tech,Mechanical Engineering,8.3,Production Engineer
B.Sc,Radiology,9.14,Process Design Engineer
B.Sc,Optometry,6.48,Data Clerk
M.Tech,Computer Science and Engineering,7.73,Software Engineer
B.Sc,Mathematics,7.43,Data Entry Operator
B.Sc,Physics,7.08,Lab Technician
M.Sc,Physics,10.0,Astrophysicist
M.Sc,Radiology,6.38,X-Ray Assistant
M.Sc,Computer Science,7.6,Systems Analyst
M.Tech,Chemical Engineering,8.03,Chemical Plant Operator
M.Tech,Electrical and Electronics Engineering,7.4,Maintenance Engineer
B.Tech,Civil Engineering,9.73,Structural Engineer
B.Sc,Dialysis Technology,8.42,Dialysis Technician
M.Sc,Physics,7.24,Lab Technician
B.Tech,Mining Engineering,6.53,Safety Inspector
B.Sc,Anesthesia Technology,8.31,Anesthesia Technician
B.Sc,Electronics,8.38,Hardware Repair Lead
B.Sc,Computer Science,9.06,Web Developer
B.Sc,Nursing,6.48,Nursing Assistant
B.Tech,Biotechnology,6.09,Lab Assistant
B.Sc,Electronics,8.01,Process Design Engineer
M.Tech,Chemical Engineering,8.45,Chemical Plant Operator
B.Tech,Biomedical Engineering,8.72,Bio-instrumentation Lead
M.Sc,Forensic Science,7.95,Crime Scene Investigator
M.Tech,Electronics and Communication Engineering,7.47,Network Technician
M.Tech,Environmental Engineering,7.49,Waste Manager
B.Tech,Electrical and Electronics Engineering,7.94,Electrical Engineer
M.Sc,Medical Laboratory Technology,6.09,Phlebotomist
M.Tech,Biotechnology,7.1,Lab Assistant
B.Tech,Civil Engineering,8.7,Structural Engineer
M.Tech,Aerospace Engineering,6.88,Quality Inspector
B.Tech,Civil Engineering,9.16,Urban Planner
M.Tech,Environmental Engineering,7.14,Waste Manager
B.Tech,Mining Engineering,6.27,Safety Inspector
M.Sc,Nursing,7.64,Registered Nurse
B.Sc,Dialysis Technology,7.81,Dialysis Technician
M.Tech,Aerospace Engineering,6.28,Quality Inspector
M.Tech,Information Technology,6.92,Helpdesk Specialist
M.Tech,Electronics and Communication Engineering,7.22,Network Technician
B.Tech,Computer Science and Engineering,6.12,Technical Support
B.Tech,Computer Science and Engineering,6.2,Technical Support
M.Tech,Biomedical Engineering,8.3,Biomedical Engineer
B.Tech,Petroleum Engineering,7.52,Drilling Engineer
B.Sc,Radiology,7.91,Radiology Technician
M.Tech,Computer Science and Engineering,6.23,Technical Support
M.Tech,Petroleum Engineering,8.07,Drilling Engineer
B.Sc,Physics,8.2,Physics Teacher
M.Tech,Mining Engineering,6.14,Safety Inspector
M.Sc,Statistics,8.21,Survey Researcher
B.Tech,Mining Engineering,6.9,Safety Inspector
B.Sc,Dialysis Technology,8.51,Safety Inspector
M.Tech,Petroleum Engineering,6.39,Site Supervisor
B.Sc,Medical Laboratory Technology,7.14,Phlebotomist
B.Sc,Statistics,8.26,Survey Researcher
B.Sc,Physics,7.24,Lab Technician
M.Sc,Chemistry,6.2,Chemical Assistant
M.Sc,Dialysis Technology,9.28,Dialysis Specialist
B.Sc,Forensic Science,8.03,Crime Scene Investigator
M.Sc,Computer Science,9.12,Web Developer
M.Sc,Dialysis Technology,6.21,Health Aide
M.Sc,Operation Theatre Technology,9.11,OT Manager
B.Sc,Optometry,6.07,Optical Assistant
B.Tech,Marine Engineering,9.86,Naval Architect
B.Sc,Computer Science,8.63,Web Developer
M.Sc,Nursing,8.24,Registered Nurse
M.Tech,Information Technology,6.69,Helpdesk Specialist
M.Tech,Computer Science and Engineering,7.49,Technical Support
B.Sc,Chemistry,7.57,Pharmacologist
B.Tech,Mining Engineering,7.55,Extraction Engineer
B.Tech,Information Technology,9.72,Cloud Architect
M.Sc,Chemistry,6.49,Chemical Assistant
M.Tech,Marine Engineering,9.43,Naval Architect
B.Tech,Chemical Engineering,7.63,Dialysis Specialist
M.Tech,Aeronautical Engineering,6.95,Analytical Chemist
B.Tech,Electrical and Electronics Engineering,6.27,Maintenance Engineer
M.Tech,Biomedical Engineering,9.45,Bio-instrumentation Lead
B.Sc,Radiology,6.9,Process Metallurgist
B.Sc,Medical Laboratory Technology,8.98,Lab Director
B.Tech,Marine Engineering,6.14,Safety Inspector
M.Tech,Environmental Engineering,9.06,Sustainability Consultant
B.Tech,Computer Science and Engineering,9.99,AI Engineer
B.Sc,Chemistry,6.15,Data Clerk
M.Sc,Computer Science,7.29,Computer Instructor
B.Sc,Mathematics,6.31,Data Entry Operator
M.Sc,Radiology,7.27,Data Clerk
B.Sc,Anesthesia Technology,6.35,Medical Assistant
B.Tech,Aerospace Engineering,7.36,Quality Inspector
M.Sc,Nursing,9.0,Nurse Manager
B.Tech,Electrical and Electronics Engineering,9.21,Control Systems Lead
M.Sc,Optometry,8.88,Senior Optometrist
B.Sc,Radiology,6.49,X-Ray Assistant
B.Sc,Medical Laboratory Technology,7.49,Phlebotomist
M.Sc,Optometry,6.7,Optical Assistant
B.Tech,Biomedical Engineering,6.61,Equipment Technician
M.Tech,Marine Engineering,6.05,Ship Maintenance
M.Sc,Nursing,8.76,Nurse Manager
M.Sc,Operation Theatre Technology,7.31,Surgical Assistant
B.Sc,Electronics,8.44,Hardware Repair Lead
M.Sc,Dialysis Technology,8.92,Dialysis Specialist
B.Sc,Nursing,6.41,Nursing Assistant
B.Sc,Operation Theatre Technology,8.62,OT Manager
M.Sc,Anesthesia Technology,8.65,Chief Anesthesia Tech
M.Tech,Petroleum Engineering,7.17,Site Supervisor
M.Sc,Mathematics,6.72,Data Entry Operator
M.Sc,Dialysis Technology,9.03,Dialysis Specialist
M.Tech,Chemical Engineering,6.22,Safety Officer
B.Tech,Electrical and Electronics Engineering,6.13,Maintenance Engineer
M.Tech,Environmental Engineering,7.92,Environmental Engineer
B.Sc,Physics,7.37,Lab Technician
M.Sc,Dialysis Technology,8.73,Dialysis Specialist
M.Sc,Optometry,7.76,Eye Consultant
M.Sc,Forensic Science,9.44,Forensic Pathologist
M.Sc,Optometry,9.13,Senior Optometrist
M.Sc,Electronics,8.46,Pharmacologist
M.Sc,Electronics,7.53,Hardware Repair Lead
M.Tech,Environmental Engineering,6.48,Senior Radiologist
B.Tech,Textile Engineering,8.66,Fiber Scientist
M.Tech,Metallurgical Engineering,7.65,Embedded Systems Lead
B.Sc,Forensic Science,9.45,Forensic Pathologist
B.Sc,Operation Theatre Technology,9.96,OT Manager
M.Sc,Mathematics,8.54,Actuary
B.Sc,Computer Science,7.69,Systems Analyst
M.Sc,Computer Science,7.54,Systems Analyst
B.Sc,Electronics,9.84,Maintenance Technician
M.Tech,Information Technology,6.74,Helpdesk Specialist
M.Tech,Civil Engineering,7.04,Draftsman
M.Tech,Marine Engineering,7.72,Marine Engineer
B.Tech,Biomedical Engineering,7.66,Biomedical Engineer
B.Tech,Information Technology,8.21,IT Engineer
M.Tech,Electronics and Communication Engineering,6.27,Network Technician
B.Sc,Electronics,8.64,Circuit Designer
B.Tech,Electronics and Communication Engineering,7.0,Production Engineer
B.Tech,Mining Engineering,6.19,Safety Inspector
B.Sc,Forensic Science,9.89,Data Clerk
M.Sc,Optometry,6.73,Sustainability Consultant
M.Sc,Anesthesia Technology,7.03,Medical Assistant
B.Sc,Operation Theatre Technology,7.87,OT Technician
B.Tech,Biomedical Engineering,7.35,Equipment Technician
B.Tech,Biomedical Engineering,7.35,Equipment Technician
B.Sc,Medical Laboratory Technology,9.18,Lab Director
B.Sc,Mathematics,9.22,OT Technician
B.Sc,Computer Science,6.4,Computer Instructor
B.Sc,Statistics,9.49,Statistical Modeler
B.Tech,Environmental Engineering,6.52,Waste Manager
B.Tech,Aerospace Engineering,9.17,Spacecraft Systems Engineer
M.Sc,Forensic Science,7.92,Crime Scene Investigator
B.Sc,Anesthesia Technology,6.95,Environmental Engineer
B.Tech,Metallurgical Engineering,7.84,Environmental Engineer
M.Tech,Marine Engineering,9.93,Naval Architect
B.Tech,Chemical Engineering,7.84,Chemical Plant Operator
M.Tech,Computer Science and Engineering,9.25,AI Engineer
M.Sc,Statistics,8.14,Survey Researcher
B.Tech,Aerospace Engineering,9.42,Spacecraft Systems Engineer
B.Sc,Radiology,7.54,Radiology Technician
B.Tech,Aerospace Engineering,9.94,Lab Director
M.Sc,Statistics,6.99,Quality Inspector
M.Sc,Radiology,7.9,Radiology Technician
M.Tech,Biotechnology,8.82,Senior Scientist
B.Tech,Biomedical Engineering,7.54,Biomedical Engineer
M.Sc,Forensic Science,6.85,Evidence Custodian
B.Tech,Petroleum Engineering,7.67,Drilling Engineer
M.Tech,Mechanical Engineering,6.86,Maintenance Technician
M.Sc,Mathematics,6.57,Data Entry Operator
M.Tech,Electronics and Communication Engineering,6.51,Network Technician
B.Sc,Computer Science,7.7,Systems Analyst
M.Tech,Biomedical Engineering,8.53,Medical Device Designer
M.Tech,Metallurgical Engineering,6.37,Quality Control
B.Sc,Physics,6.52,Lab Technician
B.Tech,Civil Engineering,9.56,Structural Engineer
B.Sc,Optometry,8.69,Senior Optometrist
B.Tech,Biomedical Engineering,7.47,Equipment Technician
B.Sc,Mathematics,8.47,Mathematics Professor
B.Tech,Petroleum Engineering,8.34,Drilling Engineer
B.Sc,Chemistry,7.93,Pharmacologist
M.Sc,Chemistry,7.66,Pharmacologist
M.Tech,Petroleum Engineering,7.67,Drilling Engineer
B.Tech,Aerospace Engineering,6.52,Quality Inspector
B.Tech,Mining Engineering,6.98,Safety Inspector
M.Sc,Optometry,7.38,Optical Assistant
B.Tech,Petroleum Engineering,8.63,Reservoir Engineer
M.Tech,Environmental Engineering,9.34,Sustainability Consultant
B.Sc,Statistics,7.23,Data Clerk
B.Tech,Aeronautical Engineering,9.56,Quality Inspector
B.Tech,Environmental Engineering,6.37,Waste Manager
B.Sc,Dialysis Technology,8.27,Dialysis Technician
M.Tech,Environmental Engineering,8.56,Sustainability Consultant
M.Sc,Nursing,8.55,Analytical Chemist
B.Sc,Operation Theatre Technology,9.11,OT Manager
M.Tech,Electrical and Electronics Engineering,9.3,Control Systems Lead
B.Tech,Chemical Engineering,9.46,Process Design Engineer
B.Tech,Electrical and Electronics Engineering,6.96,Maintenance Engineer
M.Sc,Electronics,9.12,Circuit Designer
M.Sc,Anesthesia Technology,8.01,Anesthesia Technician
M.Tech,Biomedical Engineering,8.86,Bio-instrumentation Lead
B.Sc,Dialysis Technology,7.35,Health Aide
M.Sc,Statistics,7.29,Data Clerk
B.Tech,Chemical Engineering,9.95,Process Design Engineer
M.Tech,Electrical and Electronics Engineering,7.44,Maintenance Engineer
M.Sc,Physics,7.52,Physics Teacher
B.Sc,Forensic Science,6.05,Evidence Custodian
M.Sc,Dialysis Technology,7.38,Health Aide
M.Tech,Environmental Engineering,7.6,Chemical Assistant
M.Tech,Chemical Engineering,9.05,Process Design Engineer
M.Sc,Radiology,9.76,Senior Radiologist
M.Sc,Radiology,8.03,Radiology Technician
B.Sc,Statistics,7.2,Data Clerk
B.Tech,Aerospace Engineering,8.27,Satellite Controller
M.Tech,Chemical Engineering,7.8,Chemical Plant Operator
B.Tech,Biotechnology,7.75,Cloud Architect
M.Tech,Mechanical Engineering,8.35,Production Engineer
M.Sc,Electronics,8.1,Hardware Repair Lead
B.Tech,Marine Engineering,8.94,Naval Architect
M.Sc,Nursing,6.75,Nursing Assistant
B.Tech,Marine Engineering,9.2,Naval Architect
B.Sc,Forensic Science,8.83,Forensic Pathologist
B.Sc,Operation Theatre Technology,6.34,Surgical Assistant
M.Sc,Chemistry,7.97,Pharmacologist
B.Sc,Operation Theatre Technology,6.59,Surgical Assistant
B.Tech,Biomedical Engineering,6.85,Equipment Technician
B.Tech,Civil Engineering,7.94,Site Engineer
M.Tech,Biotechnology,9.47,Genetic Engineer
B.Tech,Biomedical Engineering,7.86,Survey Researcher
M.Sc,Chemistry,8.42,Pharmacologist
M.Tech,Mining Engineering,8.83,Mine Manager
B.Sc,Nursing,9.89,Surgical Assistant
M.Sc,Radiology,8.11,Radiology Technician
B.Tech,Chemical Engineering,6.23,Safety Officer
M.Sc,Anesthesia Technology,7.68,Anesthesia Technician
B.Sc,Radiology,6.21,X-Ray Assistant
B.Sc,Radiology,7.59,Radiology Technician
M.Sc,Anesthesia Technology,8.65,Chief Anesthesia Tech
M.Sc,Medical Laboratory Technology,8.49,Medical Lab Technologist
M.Sc,Medical Laboratory Technology,8.92,Lab Director
M.Tech,Environmental Engineering,8.05,Environmental Engineer
M.Sc,Chemistry,6.63,Forensic Pathologist
M.Tech,Information Technology,9.11,Cloud Architect
B.Tech,Metallurgical Engineering,9.53,Materials Scientist
B.Tech,Chemical Engineering,6.03,Safety Officer
M.Tech,Petroleum Engineering,9.11,Reservoir Engineer
M.Sc,Chemistry,9.32,Analytical Chemist
M.Tech,Environmental Engineering,8.73,Sustainability Consultant
B.Sc,Statistics,8.49,Survey Researcher
B.Tech,Chemical Engineering,6.32,Safety Officer
M.Tech,Metallurgical Engineering,7.07,Quality Control
B.Sc,Medical Laboratory Technology,9.65,Lab Director
B.Tech,Petroleum Engineering,6.58,Site Supervisor
M.Sc,Computer Science,7.92,Systems Analyst
B.Sc,Statistics,7.73,Survey Researcher
M.Tech,Aerospace Engineering,7.23,Quality Inspector
M.Sc,Medical Laboratory Technology,7.42,Phlebotomist
M.Sc,Computer Science,9.88,Web Developer
M.Sc,Operation Theatre Technology,6.36,Surgical Assistant
M.Tech,Marine Engineering,7.79,Marine Engineer
B.Sc,Operation Theatre Technology,9.25,OT Manager
M.Tech,Biomedical Engineering,7.2,Equipment Technician
M.Tech,Chemical Engineering,6.28,Safety Officer
B.Tech,Textile Engineering,9.36,Fiber Scientist
B.Tech,Textile Engineering,8.99,Fiber Scientist
B.Tech,Biotechnology,6.9,Lab Assistant
B.Tech,Computer Science and Engineering,6.15,Technical Support
B.Sc,Mathematics,6.44,Astrophysicist
B.Tech,Mining Engineering,7.04,Design Engineer
M.Tech,Mining Engineering,6.24,Safety Inspector
M.Tech,Mechanical Engineering,8.74,R&D Engineer
M.Tech,Aeronautical Engineering,7.99,Power Systems Engineer
B.Sc,Nursing,7.87,Registered Nurse
B.Sc,Dialysis Technology,8.16,Dialysis Technician
B.Tech,Mechanical Engineering,6.78,Process Design Engineer
M.Tech,Aeronautical Engineering,9.54,Aerodynamics Specialist
B.Sc,Optometry,9.96,Senior Optometrist
B.Tech,Mechanical Engineering,8.61,R&D Engineer
B.Sc,Forensic Science,9.62,Forensic Pathologist
M.Tech,Petroleum Engineering,8.62,OT Manager
M.Sc,Computer Science,9.23,Web Developer
B.Tech,Electronics and Communication Engineering,7.85,Electronics Engineer
B.Sc,Operation Theatre Technology,9.57,OT Manager
B.Sc,Anesthesia Technology,6.34,Medical Assistant
M.Tech,Electronics and Communication Engineering,9.5,Embedded Systems Lead
M.Tech,Marine Engineering,6.04,Ship Maintenance
B.Sc,Nursing,7.39,Nursing Assistant
M.Sc,Computer Science,8.07,Systems Analyst
B.Tech,Metallurgical Engineering,9.73,Materials Scientist
M.Tech,Textile Engineering,9.2,Reservoir Engineer
